,0
2020-08-27 06:00:00-06:00,-0.075
2020-08-27 09:00:00-06:00,-0.075
2020-08-27 12:00:00-06:00,-0.075
2020-08-27 15:00:00-06:00,-0.075
2020-08-27 18:00:00-06:00,28.0804857437589
2020-08-27 21:00:00-06:00,49.467725533644504
2020-08-28 00:00:00-06:00,72.48779855432386
2020-08-28 03:00:00-06:00,
2020-08-28 06:00:00-06:00,
