,0
2020-08-27 06:00:00-06:00,43.309295654296875
2020-08-27 09:00:00-06:00,36.234283447265625
2020-08-27 12:00:00-06:00,25.41900634765625
2020-08-27 15:00:00-06:00,22.25
2020-08-27 18:00:00-06:00,23.979265070582755
2020-08-27 21:00:00-06:00,24.442140812381876
2020-08-28 00:00:00-06:00,31.13536975522513
2020-08-28 03:00:00-06:00,
2020-08-28 06:00:00-06:00,
