,poa_global,poa_direct,poa_diffuse,poa_sky_diffuse,poa_ground_diffuse
2020-08-27 06:00:00-06:00,0.0,-0.0,0.0,0.0,0.0
2020-08-27 09:00:00-06:00,0.0,-0.0,0.0,0.0,0.0
2020-08-27 12:00:00-06:00,0.0,-0.0,0.0,0.0,0.0
2020-08-27 15:00:00-06:00,0.0,-0.0,0.0,0.0,0.0
2020-08-27 18:00:00-06:00,159.76306805182142,51.26165152499747,108.50141652682395,106.2297875786375,2.2716289481864473
2020-08-27 21:00:00-06:00,253.83781756908374,13.021749592051016,240.81606797703273,237.26449529400222,3.551572683030508
2020-08-28 00:00:00-06:00,373.16055219132153,37.964299152879626,335.1962530384419,330.04856520342526,5.1476878350166455
2020-08-28 03:00:00-06:00,,,,,
2020-08-28 06:00:00-06:00,,,,,
